id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
518,0.731281,tcp,-,REQ,7,7,1470,375,0.0,254,0,0.0,0.0,2,1,82.461482,4.013894,3060.39444,0.0,255,0,0,0,0.000352,3.3e-05,0.0003,139,0,0,0,8,Wisconsin,2,1,1,3,0,0,0,3,6,0,Normal,0
519,0.01614,tcp,-,FIN,68,135,4149,76426,6682.288673,31,29,136090567.6504147,2893459.880554,7,26,0.0,0.227998,225.077987,11.125285,255,3754865282,3046467356,255,0.000668,0.001003,0.0,65,674,0,0,5,South Carolina,1,1,1,1,0,0,0,1,3,0,Normal,0
520,3.553207,tcp,pop3,FIN,58,106,890,427455,0.0,63,252,0.0,1467804.640091,0,24,46.94341,20.360135,0.0,612.366633,255,4013515644,4018121926,255,0.208051,0.071343,0.055478,42,1288,1,177,1,Nebraska,1,1,1,1,0,0,1,2,1,0,DoS,1
521,0.004345,udp,dns,CON,1,1,24,89,125519.845357,31,29,67931410.19473203,417079.726216,0,0,8.138428,0.0,254.544285,0.0,0,1503094,0,0,0.001234,0.000571,0.001004,97,88,0,24,7,Iowa,3,1,1,1,0,0,0,5,3,0,Normal,0
522,0.018313,unas,-,INT,3,0,472,99,125260.185686,254,0,99793010.98289242,1306.616837,0,0,9.672438,0.0,0.0,8.491349,0,0,4117653,0,0.0,0.0,0.0,152,0,0,0,6,New Jersey,3,3,3,3,0,0,0,3,5,0,DoS,1
523,0.444694,tcp,ftp-data,FIN,9,2,3638,1471,126.600097,31,29,0.0,22506.107477,1,1,25.905135,32.579384,2493.599326,72.746249,255,594275660,4115746826,255,0.000526,0.0,0.000452,46,98,0,0,1,Colorado,4,1,1,3,0,0,0,4,2,0,Normal,0
524,0.826682,tcp,http,FIN,5,13,1408,411,0.0,254,252,0.0,11485.382265,2,4,58.134995,113.850962,2872.209458,127.558017,255,2779398208,2623256280,255,0.140844,0.062005,0.058121,128,46,1,31,1,Vermont,1,1,1,1,0,0,1,1,1,0,Exploits,1
525,0.746504,tcp,ftp,FIN,9,5,365,1007,212.771503,254,252,0.0,0.0,6,5,57.478711,126.954131,6056.502695,174.033335,255,2605756677,4118937131,255,0.17099,0.062202,0.085634,54,55,0,0,3,Tennessee,3,1,1,3,1,1,0,3,2,0,Normal,0
526,0.0,unas,-,INT,2,0,24,147,111336.465473,254,0,109555272.95010655,0.0,0,0,0.0,1.061599,0.0,2.06451,0,3563070,0,0,0.0,0.0,0.0,97,0,0,0,11,New Mexico,3,4,3,4,0,0,0,3,9,0,DoS,1
527,0.009001,udp,-,INT,1,0,531,0,100585.470697,254,0,398846180.02030563,0.0,0,0,0.0,0.0,392.494578,0.0,0,0,0,0,0.00076,0.001183,0.0,141,0,0,0,5,Wisconsin,3,2,2,4,0,0,0,2,5,0,Exploits,1
528,0.02299,tcp,-,FIN,79,190,9506,56306,5848.346627,32,29,1217513.9833411789,14000831.458038,10,32,0.0,0.0,143.87099,9.438946,255,493172648,858309437,255,0.001536,5.7e-05,0.000809,69,673,0,107,16,Arkansas,4,1,1,1,0,0,0,2,10,0,Normal,0
529,0.000203,udp,dns,INT,2,0,24,229,105552.252171,254,0,46536006.542613775,1598.904227,0,0,14.075952,2.913927,113.596491,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,5,Alaska,3,2,2,4,0,0,0,5,3,0,Generic,1
530,0.020699,udp,-,CON,4,11,24,557,7543.878418,31,29,117212.0610840547,356802.262397,0,0,16.904395,0.0,91.22686,3.015506,0,0,0,0,0.000422,0.0,0.000144,92,89,0,15,5,New Jersey,3,1,1,1,0,0,0,2,5,0,Normal,0
531,0.0,tcp,-,FIN,7,10,1275,4913,544.490035,254,29,298350.58405229053,13148.519763,2,6,5.521307,0.917825,0.0,1936.257122,255,1620942930,1804180196,255,0.000241,0.000741,0.0,98,399,0,95,9,Idaho,2,1,1,2,0,0,0,2,6,0,Backdoor,0
532,3.216093,tcp,ftp,FIN,7,35,1388,1972,0.0,62,252,0.0,4739.100762,6,19,82.771101,114.04601,6827.973972,165.325009,255,258955425,1329120019,255,0.123519,0.073767,0.046339,53,83,0,0,1,New Mexico,2,1,1,2,1,1,0,2,1,0,Exploits,1
533,8.661261,tcp,-,REQ,7,0,217,199,0.0,254,0,0.0,0.0,7,0,3005.518694,5.96965,2871.098778,18.34939,255,0,4784020,0,0.000148,0.0,0.0,44,2,0,0,8,Rhode Island,4,2,2,18,0,0,0,3,4,0,Normal,0
534,0.467788,tcp,http,FIN,12,8,1526,1174,41.304618,254,252,356710.4565075721,16346.356355,3,1,49.571156,57.546863,2527.515353,116.061183,255,1548498882,3260222564,255,0.04232,0.002382,0.034981,94,44,2,0,1,New York,1,1,1,1,0,0,1,1,1,0,Exploits,1
535,0.004315,udp,dns,INT,1,0,158,41,336882.429952,254,0,423846159.29468614,7139.406498,0,0,10.381879,0.0,229.188601,0.0,0,6611274,795929,0,0.0,0.0,9.8e-05,53,1,0,30,33,Hawaii,24,25,25,29,0,0,0,24,21,0,Generic,1
536,1.652722,tcp,smtp,FIN,34,49,33840,1728,0.0,31,252,0.0,12956.703495,22,7,22.986118,40.951173,4075.464201,0.0,255,3088524504,2772248173,255,0.000392,0.001584,0.041246,1007,89,0,0,24,Colorado,9,1,1,1,0,0,0,10,1,0,DoS,1
537,0.001524,leaf-2,-,INT,1,0,24,0,490733.07251,254,0,73696713.3066397,0.0,0,0,9.024448,0.099832,523.452631,5.672218,0,0,0,0,0.000593,0.000596,0.000242,91,0,0,0,1,Kansas,5,2,2,3,0,0,0,11,2,0,Fuzzers,1
538,0.824235,tcp,http,FIN,8,13,1031,567,0.0,254,252,0.0,8213.22329,2,0,62.428579,221.213855,3658.5851,147.98716,255,2085984408,4143972956,255,0.107806,0.075747,0.064736,141,46,1,19,2,Nebraska,1,1,1,1,0,0,1,18,4,0,DoS,1
539,0.003296,tcp,-,FIN,9,8,6564,1157,757.995015,31,29,661360.8195894712,209766.229822,4,5,5.880237,0.0,137.803661,5.844154,255,3474615877,1431327969,255,0.000373,0.000404,0.0,148,84,0,17,9,Pennsylvania,10,1,1,1,0,0,0,11,5,0,Normal,0
540,0.027141,crudp,-,INT,1,0,285,0,329907.053629,254,0,225556253.59500393,0.0,0,0,24.645908,2.709302,131.12137,6.274249,0,0,0,0,0.0,0.0,0.0003,155,0,0,0,8,New Mexico,2,6,2,7,0,0,0,6,9,0,DoS,1
541,0.054851,igmp,-,INT,4,0,457,0,119904.727764,254,0,62340875.29001126,0.0,1,0,40.453841,2.768162,293.213008,9.956179,0,0,2286318,0,0.0,3.4e-05,0.0,102,0,0,0,4,New Mexico,2,2,2,4,0,0,0,6,9,0,DoS,1
542,1.164276,tcp,-,FIN,43,12,10575,1720,0.0,254,252,0.0,10107.100139,3,2,42.91949,70.553213,2986.705321,136.498352,255,2486088319,3911758873,255,0.177871,0.065625,0.042199,388,96,0,0,4,Maryland,1,6,1,8,0,0,0,1,6,0,Normal,0
543,0.00305,tcp,http,FIN,9,9,1701,297,0.0,62,252,674773.2487955054,10451.362123,3,12,73.249789,90.906354,2020.456677,2378.099977,255,3477964703,3248536930,255,0.143412,0.002549,0.04485,97,456,2,0,3,Texas,1,1,1,1,0,0,1,1,1,0,Exploits,1
544,0.0,udp,-,INT,3,0,24,0,1000000.003,254,0,260161.84252287407,10733.640558,0,0,24.997245,0.0,106.14808,0.0,0,0,0,0,0.0,0.0,0.000184,86,2,0,29,1,Colorado,1,1,1,1,0,0,0,1,1,0,Exploits,1
545,0.562514,tcp,-,CON,5,2,944,386,616.004502,61,32,1268318.9043614087,9511.712299,1,0,20.895263,0.0,655.309777,12.225895,255,349197779,836083157,255,0.000396,0.000254,0.0,538,50,0,0,3,Vermont,1,1,1,2,0,0,0,1,3,0,Normal,0
546,1.477776,tcp,pop3,FIN,53,47,1016,56092,0.0,63,252,363591.1515049776,18190.264167,3,9,24.363665,71.163538,0.0,166.106373,255,1640614026,2903903719,255,0.160467,0.065062,0.100754,56,1282,0,72,1,Rhode Island,1,1,1,1,0,0,0,1,1,0,DoS,1
547,0.603501,tcp,-,INT,2,4,235,0,99224.536426,254,252,0.0,0.0,1,0,39.531736,3.449674,160.317557,163.253096,255,0,0,0,0.225203,0.000195,0.12767,85,0,0,0,1,Colorado,4,1,1,3,0,0,0,3,5,0,Fuzzers,1
548,0.0,udp,dns,INT,1,0,24,0,102799.202307,254,0,44636018.3958037,0.0,1,0,0.0,0.0,81.914793,1.509756,0,1887420,0,0,9e-06,0.0,0.0,55,0,0,0,4,Nebraska,40,43,21,49,0,0,0,40,51,0,Generic,1
549,0.012706,udp,dns,CON,2,1,24,391,1054.774515,31,29,1067275.4647681431,531644.977431,0,0,35.62641,3.090681,25.930709,0.0,0,0,0,0,0.0,0.000385,8.1e-05,94,88,0,0,3,Montana,2,1,1,2,0,0,0,3,2,0,Normal,0
550,0.059345,tcp,ftp,FIN,33,52,2627,2873,7153.15125,31,29,906024.7282422613,1244786.34969,8,21,14.96513,5.654812,207.648881,5.816386,255,4239783244,2127933680,255,0.001233,0.000622,0.0,53,70,0,0,3,Alabama,4,1,1,4,1,1,0,7,1,0,Normal,0
551,0.056728,tcp,ftp-data,FIN,13,9,1104,1060,2426.539529,31,29,1238039.142981837,335828.456412,4,2,15.659076,9.197016,749.89575,6.862601,255,2027502223,879077372,255,0.001604,0.001462,0.000697,51,90,0,0,3,Wisconsin,7,1,1,4,0,0,0,11,1,0,Normal,0
552,0.133991,tcp,http,FIN,8,9,894,1543,271.561163,62,252,149471.32917421096,24405.357695,2,0,54.150224,64.675244,2662.543918,143.701552,255,584437218,45419896,255,0.119444,0.052116,0.080708,68,185,1,226,2,Connecticut,1,1,1,1,0,0,1,1,2,0,DoS,1
553,43.817995,tcp,http,FIN,45,36,294257,994,0.0,254,252,0.0,3394.340828,81,0,234.074795,2437.41902,8067.300945,209.310207,255,1250037081,2838246722,255,0.05871,0.043671,0.053453,1112,51,1,96,2,California,2,2,2,2,0,0,2,2,3,0,Normal,1
554,0.151596,tcp,-,FIN,9,10,6747,220,331.283069,254,252,1470928.7776486743,3386.744698,1,0,14.084473,56.582599,1749.511011,0.0,255,2378203683,3491059566,255,0.061915,0.036176,0.050466,730,43,0,0,2,Texas,1,1,1,3,0,0,0,17,3,0,Generic,1
555,0.582048,tcp,-,FIN,7,6,5908,489,0.0,254,252,0.0,2504.516751,4,1,46.020018,68.161833,3484.083005,99.764891,255,4011300901,1967241321,255,0.135257,0.090713,0.075713,58,49,0,0,16,West Virginia,4,3,3,4,0,0,0,3,7,0,Fuzzers,1
556,2.711236,tcp,http,FIN,14,40,1879,10481,478.682277,31,29,307257.1046776667,248187.216085,6,7,115.012084,59.942116,673.055922,7477.387783,255,690871113,933400816,255,0.001564,0.000485,0.0,174,749,1,3797,3,New Mexico,4,1,1,1,0,0,1,6,1,0,Normal,0
557,4.653015,tcp,ftp,FIN,24,9,2180,7275,0.0,63,252,248259.87002218422,8394.47839,9,15,119.640417,121.928611,4910.211956,2071.017124,255,201591016,4134896107,255,0.144882,0.09324,0.09132,53,63,0,0,2,North Carolina,3,1,1,3,1,1,0,4,2,0,Exploits,1
558,7.031398,tcp,-,REQ,5,0,501,217,330824.316439,254,0,72266140.84189221,0.0,2,0,61.417711,6.850946,259.418602,12.261898,255,0,2417696,0,6e-05,0.0,0.0,44,0,0,0,15,Oregon,4,1,1,20,0,0,0,3,8,0,Normal,0
559,0.371379,tcp,-,FIN,9,5,548,0,0.0,254,252,13790.850410629559,0.0,2,1,88.918484,86.312528,1506.007156,45.548716,255,3000258344,2268074987,255,0.116763,0.047969,0.050524,98,43,0,0,5,Massachusetts,3,3,1,6,0,0,0,3,9,0,Normal,0
560,0.909695,tcp,smtp,FIN,40,127,7842,17337,751.281534,31,29,146946.48695096004,2910.459256,9,32,0.149022,38.770801,2788.465424,134.394521,255,2740467408,1930002474,255,0.0,0.000143,0.000728,468,114,0,15,4,Maryland,3,1,1,1,0,0,0,2,5,0,Normal,0
561,0.426076,tcp,-,FIN,85,84,4356,2981,0.0,32,29,0.0,33518.574921,22,211,28.890506,5.230072,0.0,42.211537,255,3404832994,2595535619,255,0.000833,0.000269,8.2e-05,98,904,0,0,8,North Dakota,3,1,1,2,0,0,0,3,6,0,Normal,0
562,0.018418,pup,-,INT,2,0,269,259,105959.808165,254,0,95061837.52570441,0.0,0,0,0.0,2.014279,178.779535,0.0,0,0,0,0,0.0,0.0,4.8e-05,96,0,0,0,4,Michigan,3,1,2,4,0,0,0,2,4,0,DoS,1
563,0.0,udp,dns,INT,3,1,24,364,199349.287365,254,0,124400890.40521711,4707.933764,0,0,0.0,0.0,0.0,0.0,0,3817759,0,0,0.0,0.0,9.1e-05,56,0,0,22,21,Rhode Island,5,7,3,21,0,0,0,7,12,0,Generic,1
564,0.335161,tcp,http,FIN,11,1,648,0,517.494948,254,252,847671.7982528824,6028.293324,3,1,77.994001,70.966894,4073.612072,168.71106,255,593108735,3302536505,255,0.170778,0.072943,0.045772,124,44,0,0,3,Delaware,2,1,1,1,0,0,1,3,3,0,Normal,0
565,0.030122,arp,-,INT,3,0,128,0,238.406062,0,0,0.0,0.0,0,0,60009.992,2.692481,201.158096,0.0,0,0,0,0,0.0,0.0,2e-05,48,0,0,0,1,Delaware,2,2,2,2,0,0,0,2,3,1,Normal,0
566,1.564093,tcp,http,FIN,7,6,835,956,0.0,62,252,4150.262188589753,12620.603847,2,3,378.967819,275.323808,11455.424255,33678.712208,255,1265822439,3679859506,254,0.166502,0.076644,0.076066,86,127,1,84,4,Nevada,3,3,4,4,0,0,12,4,4,0,Normal,0
567,4.090468,tcp,ftp,FIN,34,28,5535,1327,0.0,254,252,0.0,8092.356589,7,15,356.014579,152.341566,7870.051517,94.742791,255,82937357,653191650,255,0.191458,0.112734,0.089318,49,90,0,0,1,Rhode Island,1,1,1,2,1,1,0,1,1,0,Exploits,1
568,0.738623,tcp,http,FIN,13,12,632,5511,0.0,63,252,0.0,140949.96552,3,6,92.248814,39.40255,3592.444731,2136.170065,255,401596978,2289028644,255,0.064751,0.049753,0.040474,73,554,1,2047,1,California,2,1,1,1,0,0,1,2,1,0,Exploits,1
569,1.395108,tcp,ftp,FIN,18,11,1436,1370,0.0,62,253,0.0,18891.743385,5,22,88.876984,62.192083,2734.151769,180.825947,255,1501147403,1257053678,255,0.088952,0.007228,0.036917,48,95,1,0,1,Minnesota,2,1,1,1,0,0,0,2,1,0,Exploits,1
570,0.287192,tcp,-,CON,11,21,475,703,0.0,32,30,0.0,336975.213778,1,5,160.602583,10.15149,3663.19951,735.210159,255,46022400,733341170,255,0.000541,0.000896,0.000304,107,49,0,7,1,Illinois,5,1,1,2,0,0,0,7,1,0,Normal,0
571,0.007893,iso-ip,-,INT,3,0,854,85,503150.780612,254,0,283408598.9994512,0.0,0,0,44.720702,0.0,296.264319,101.102097,0,0,0,0,0.0,0.000412,0.0,146,1,0,0,6,Virginia,2,4,2,4,0,0,0,7,3,0,Fuzzers,1
572,0.0,udp,dns,INT,1,0,55,0,1000000.003,254,0,66336702.507673666,6969.004659,0,0,15.664695,2.05844,0.0,11.711441,0,0,1426767,0,0.0,0.0,0.0,55,0,0,0,33,New Mexico,30,2,2,2,0,0,0,2,41,0,Generic,1
573,1.795797,tcp,ftp,FIN,50,35,2222,5566,0.0,31,29,0.0,16716.340217,9,18,31.185788,52.973531,2784.501829,2975.259302,255,3813430028,2197939691,255,0.000308,0.000331,0.0,52,78,0,0,1,Minnesota,3,1,1,1,1,1,0,4,1,0,Normal,0
574,0.029928,uti,-,INT,1,0,24,0,111369.843245,254,0,80130693.01927865,0.0,0,0,38.500748,0.0,115.097793,6.805222,0,0,4107696,0,0.000121,0.000971,0.000259,94,0,0,0,9,New Hampshire,5,2,4,4,0,0,0,9,9,0,DoS,1
575,0.926477,tcp,-,FIN,34,10,94984,1049,436.479088,254,252,617821.7929901408,0.0,25,1,24.880666,61.937663,2449.54958,205.790554,255,3328722262,2226777549,255,0.124201,0.052097,0.051727,1067,43,0,0,2,Vermont,1,1,1,1,0,0,0,1,2,0,Normal,0
576,0.617095,tcp,-,CON,8,13,1285,905,407.880408,62,252,484020.05515669996,2559.187402,6,0,65.396236,5.547768,4585.694085,12.06374,255,2982913631,592661987,255,0.186366,0.113096,0.080554,90,50,0,13,6,South Carolina,2,2,1,5,0,0,0,2,5,0,Normal,0
577,0.293755,tcp,http,FIN,6,16,1214,9748,0.0,62,252,105426.85104722416,81789.733769,1,7,73.174141,54.401973,2889.374059,22.915406,255,611819019,2774797379,255,0.25461,0.091647,0.105246,91,486,1,0,5,Colorado,2,2,1,1,0,0,4,2,4,0,Exploits,1
578,2.893826,tcp,ftp,FIN,21,15,1552,1287,0.0,62,252,0.0,12196.660359,7,4,68.440003,87.256452,2662.233945,3101.098931,255,909157504,565591276,255,0.085756,0.03827,0.044385,51,84,0,0,1,California,2,1,1,2,1,1,0,1,2,0,Exploits,1
579,0.074257,tcp,ftp,FIN,50,62,3058,40177,6382.997603,32,29,1130153.7266832856,1350509.678871,7,13,1.448644,8.066592,132.424955,0.0,255,2005668968,1940535188,255,0.001135,0.0,0.000989,58,74,0,56,1,West Virginia,4,1,1,4,1,1,0,4,1,0,Normal,0
580,0.566267,tcp,http,FIN,12,16,1856,3120,103.466751,62,252,0.0,127790.479074,3,3,94.181993,73.343048,3779.245146,2095.654066,255,3507696529,1184092463,255,0.153919,0.06786,0.055642,81,497,1,2971,2,Massachusetts,1,1,1,1,0,0,1,1,2,0,Exploits,1
581,0.045221,udp,dns,CON,4,12,24,374,1198.427195,31,29,144917.73837443162,452900.365483,0,0,30.864368,5.338885,486.988241,0.397898,0,0,4037022,0,0.000286,0.0,0.000101,50,96,0,43,3,Connecticut,1,1,1,1,0,0,0,2,1,0,Normal,0
582,0.0,udp,-,INT,1,0,145,0,249959.262061,254,0,116816255.65749145,0.0,0,0,5.759043,0.0,0.0,0.0,0,1481227,0,0,0.0,5.7e-05,0.0,87,1,0,0,6,Maryland,3,1,1,6,0,0,0,2,4,0,Normal,0
583,0.0,udp,dns,INT,1,0,244,0,101450.939952,254,0,48753504.50012599,0.0,0,0,16.542932,0.0,292.885475,45.046659,0,0,0,0,0.0,0.0,0.000377,58,0,0,0,46,Alabama,44,43,12,38,0,0,0,43,47,0,Generic,1
584,3.564051,tcp,ftp,FIN,31,17,2448,1190,0.0,62,252,0.0,13552.381732,7,0,86.942258,84.199318,6211.497747,95.025755,255,2801122742,516171614,255,0.206236,0.117288,0.066285,51,77,0,0,1,Arkansas,2,1,1,2,1,1,0,1,1,0,Normal,0
585,0.012233,tlsp,-,INT,1,0,24,0,336074.212776,254,0,271827840.9125056,0.0,0,0,7.614071,1.663902,153.041766,21.501398,0,0,0,0,0.0,0.0,0.0,102,0,0,0,7,Utah,2,2,2,7,0,0,0,2,9,0,DoS,1
586,0.475559,tcp,-,FIN,10,5,433,195,0.0,62,252,62154.690762602695,11239.615191,1,1,17.224669,43.589678,0.0,25.475868,255,191614745,1768674598,255,0.04821,0.008617,0.041264,80,227,1,0,1,Kentucky,2,1,1,1,0,0,0,1,6,0,Exploits,1
587,0.0,tcp,ftp-data,FIN,7,8,24,1770,443.602814,31,29,152882.258251498,598520.432825,1,2,31.595135,88.479195,7396.899172,193.165918,255,2864739459,2924391616,255,0.000893,0.000444,0.000296,49,216,0,53,3,Michigan,7,1,1,3,0,0,0,2,2,0,Normal,0
588,0.021145,sun-nd,-,INT,4,0,244,0,198513.650576,254,0,260316963.52191558,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,106,0,0,0,10,Rhode Island,15,11,9,9,0,0,0,11,26,0,DoS,1
589,0.945201,tcp,-,FIN,10,6,124,101,186.988103,254,252,676625.8573059675,0.0,3,0,89.550675,131.996796,9612.113934,115.733977,255,1695153131,2394197378,255,0.267115,0.135108,0.128269,61,43,0,0,3,Arkansas,2,2,2,3,0,0,0,2,4,0,Normal,0
590,0.998647,udp,-,FIN,7,1,5375,293,0.0,31,0,145599.3003311601,0.0,3,1,66.476887,0.083226,3538.715498,21.76382,255,0,111379175,255,0.001287,5.3e-05,0.000373,52,45,0,0,2,Alaska,1,1,1,2,0,0,0,2,3,0,Normal,0
591,0.509673,tcp,-,CON,7,13,1036,704,0.0,62,252,0.0,4688.805366,2,1,77.779338,7.215934,5242.265161,0.0,255,2894643112,211031965,255,0.1932,0.087632,0.057018,146,46,0,0,5,Illinois,2,2,1,2,0,0,0,2,2,0,Fuzzers,1
592,2.610671,tcp,ftp,FIN,41,52,1894,1205,0.0,62,252,0.0,16582.404618,6,22,50.651234,102.665217,6810.024471,3846.380497,255,1830712043,2182081310,255,0.0,0.011548,0.040672,54,74,0,6,1,Mississippi,3,1,1,2,1,1,0,2,1,0,Normal,0
593,0.013404,crtp,-,INT,1,0,264,177,59886.039293,254,0,76765672.95690262,0.0,0,0,9.535592,0.0,0.0,65.12819,0,3577674,2946683,0,0.0,0.0,0.0,155,0,0,5,11,New Hampshire,6,6,6,7,0,0,0,7,14,0,Analysis,1
594,0.0,swipe,-,INT,1,0,24,4,113512.456906,254,0,39386360.10596049,5181.169149,0,0,0.0,0.0,0.0,12.587081,0,0,86453,0,0.0,0.0,0.0,85,0,0,0,4,California,3,2,4,4,0,0,0,10,7,0,Exploits,1
595,0.043069,tcp,-,FIN,28,60,2501,39531,6697.01212,32,29,989603.0673381158,13867027.356167,5,22,0.0,1.360266,200.123939,11.785628,255,333322322,2241656131,255,0.002395,0.001108,0.001082,66,597,0,51,3,Colorado,2,1,1,1,0,0,0,3,5,0,Normal,0
596,1.242766,tcp,-,FIN,14,6,1544,0,438.252046,254,252,854656.9414272676,0.0,3,1,310.153586,204.773344,3937.927504,162.188853,255,2015799893,1866941148,255,0.225574,0.181591,0.099006,261,41,0,0,2,Nebraska,1,1,1,2,0,0,0,1,3,0,Normal,0
597,2.059658,tcp,smtp,FIN,40,38,36339,11509,90.597438,31,29,0.0,11460.446768,19,7,49.188026,5.076371,3533.005768,108.470333,255,4146098719,2606142752,255,0.000766,0.001596,0.000336,692,71,0,49,1,Tennessee,3,1,1,1,0,0,0,2,1,0,Normal,0
598,0.0,udp,dns,INT,1,0,397,169,92646.994223,254,0,45401994.92420961,3185.955521,0,0,0.0,1.887394,0.0,5.456909,0,11012382,0,0,0.0,9e-05,2.3e-05,55,0,0,0,13,Tennessee,4,4,4,4,0,0,0,6,17,0,Generic,1
599,0.000897,tcp,-,CON,1,15,648,342,3583.129494,31,30,0.0,166082.859591,6,1,11.499943,1.353906,158.547944,27.238208,255,2396072330,1858042154,255,0.001663,0.001207,0.000639,65,45,0,0,11,Nevada,2,1,1,1,0,0,0,2,6,0,Normal,0
600,0.007329,tcp,ftp,FIN,29,15,2334,972,667.170919,31,29,555839.4277741306,430273.853413,5,2,2.525079,4.281416,8.305064,15.938646,255,3779106822,3622061944,255,0.001489,0.001161,0.0,151,78,0,61,12,Utah,4,6,4,6,0,0,0,9,17,0,Normal,0
601,0.0,trunk-2,-,INT,1,0,24,0,112392.504393,254,0,97653272.19194783,907.33134,0,0,0.0,0.0,0.673979,5.349803,0,0,0,0,0.0,0.0,0.0,97,0,0,0,5,West Virginia,4,4,4,6,0,0,0,11,11,0,Exploits,1
602,0.027881,arp,-,INT,2,0,235,0,1175.39761,0,0,0.0,2825.581286,0,0,60009.992,0.313054,131.403355,1.941113,0,0,456747,0,0.0,0.0,0.0,46,0,0,0,1,Georgia,2,2,2,2,0,0,0,2,1,1,Normal,0
603,0.0,udp,-,INT,3,0,246,267,106720.066616,254,0,87281419.43819879,4028.235025,1,0,0.0,0.546008,102.314122,0.0,0,2445218,3273782,0,0.000182,0.0,0.0,83,1,0,2,5,Alabama,1,3,1,4,0,0,0,7,2,0,Normal,0
604,0.328099,tcp,http,FIN,8,10,549,1005,0.0,62,252,88497.22191177699,15631.5365,2,3,75.995664,82.005629,3246.394831,141.648717,255,1316706609,605259068,255,0.166947,0.055752,0.072378,76,218,1,152,4,Oregon,2,2,2,6,0,0,4,2,3,0,Normal,0
605,0.893432,tcp,http,FIN,8,7,447,1133,411.490381,62,252,358459.16512544814,14190.664925,1,2,56.703929,147.608048,3510.41612,192.198852,255,4101494035,4031787412,255,0.261344,0.124035,0.082952,97,132,1,152,3,Indiana,1,1,1,3,0,0,1,2,4,0,Normal,0
606,1.135421,tcp,-,FIN,14,8,954,552,317.282863,254,252,144967.90639644547,3837.121257,3,2,87.434098,125.103813,3652.635785,136.338553,255,2893893208,1463100958,255,0.222238,0.127724,0.070202,79,51,0,0,4,Pennsylvania,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
607,0.844418,tcp,-,FIN,12,9,1246,1198,307.215663,254,252,111161.32788282755,3554.653309,2,4,56.912652,63.016054,3599.993645,136.02448,255,1906940299,3897472700,255,0.054536,0.011113,0.04326,78,48,0,0,1,Delaware,1,1,1,1,0,0,0,1,1,0,Exploits,1
608,0.030271,udp,dns,CON,1,13,24,958,2394.193145,31,29,249345.1467672547,310544.539526,0,0,3.369077,2.569173,25.404353,0.0,0,0,0,0,0.0,0.0,0.0,62,74,0,17,9,North Dakota,6,6,1,7,0,0,0,4,7,0,Normal,0
609,0.008966,arp,-,INT,1,0,451,12,58.838093,0,0,0.0,0.0,0,0,59702.292277,0.0,161.49953,0.0,0,0,2447740,0,0.0,0.0,6.7e-05,51,0,0,0,1,Nevada,1,1,1,1,0,0,0,1,1,1,Normal,0
610,0.0,udp,dns,INT,1,0,24,0,200602.20738,254,0,49516382.44442467,1887.668767,0,0,0.0,0.0,0.0,0.0,0,0,0,0,6e-05,0.0,0.000532,51,0,0,21,26,Wisconsin,7,6,4,7,0,0,0,7,11,0,Generic,1
611,30.732087,tcp,-,FIN,299,31,270501,973,0.0,254,252,1980919.8037141217,0.0,106,2,47.353688,64.202209,2301.756357,93.548504,255,248950032,3947740998,255,0.156104,0.123938,0.058903,1143,42,0,0,2,Washington,1,2,1,3,0,0,0,2,2,0,Fuzzers,1
612,0.000139,unas,-,INT,1,0,24,2,107055.588438,254,0,13079689.277080119,0.0,0,0,0.0,0.0,0.0,3.013081,0,0,0,0,1e-06,0.000126,9.7e-05,99,0,0,0,11,Kansas,3,3,4,4,0,0,0,4,7,0,Fuzzers,1
613,0.020282,arp,-,INT,3,0,117,0,250132.345585,254,0,121867810.16804495,0.0,0,0,26.968567,1.450885,6.889807,0.0,0,0,0,0,0.000118,0.0,0.0,104,0,0,8,11,Indiana,3,3,6,7,0,0,0,7,10,0,Exploits,1
614,0.028326,udp,dns,INT,1,0,24,0,168110.196477,254,0,441110560.513956,309.185234,0,0,4.934731,4.012465,181.504631,11.77133,0,0,0,0,0.0,0.0,0.0,55,0,0,0,35,Indiana,9,11,1,34,0,0,0,11,26,0,Generic,1
615,0.018271,arp,-,INT,1,0,110,0,350.735865,0,0,0.0,0.0,0,0,59880.613092,0.705929,29.257776,0.0,0,0,0,0,5.9e-05,2.5e-05,0.0,48,1,0,0,1,Kentucky,1,1,1,1,0,0,0,1,1,1,Normal,0
